UNIQUE_CARRIER_ENTITY,CARRIER_NAME,CARRIER,CARRIER_GROUP,CARRIER_GROUP_NEW,REGION,AIRLINE_ID
6689,Mesa Airlines Inc.,YV,2,2,D,20378
6904,Trans States Airlines,AX,1,5,D,20237
6085,ExpressJet Airlines Inc.,EV,3,3,D,20366
0A050,American Airlines Inc.,AA,3,3,D,19805
0A050,American Airlines Inc.,AA,3,3,D,19805
0A050,American Airlines Inc.,AA,3,3,D,19805
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6003,Republic Airlines,YX,2,2,D,20452
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6830,Spirit Air Lines,NK,3,3,D,20416
6830,Spirit Air Lines,NK,3,3,D,20416
6830,Spirit Air Lines,NK,3,3,D,20416
6830,Spirit Air Lines,NK,3,3,D,20416
6830,Spirit Air Lines,NK,3,3,D,20416
6830,Spirit Air Lines,NK,3,3,D,20416
6830,Spirit Air Lines,NK,3,3,D,20416
6830,Spirit Air Lines,NK,3,3,D,20416
6689,Mesa Airlines Inc.,YV,2,2,D,20378
6689,Mesa Airlines Inc.,YV,2,2,D,20378
6689,Mesa Airlines Inc.,YV,2,2,D,20378
6031,Alaska Airlines Inc.,AS,3,3,D,19930
6031,Alaska Airlines Inc.,AS,3,3,D,19930
6904,Trans States Airlines,AX,1,5,D,20237
6904,Trans States Airlines,AX,1,5,D,20237
0A050,American Airlines Inc.,AA,3,3,D,19805
0A050,American Airlines Inc.,AA,3,3,D,19805
1260,Delta Air Lines Inc.,DL,3,3,D,19790
1260,Delta Air Lines Inc.,DL,3,3,D,19790
1260,Delta Air Lines Inc.,DL,3,3,D,19790
7041,GoJet Airlines LLC d/b/a United Express,G7,2,2,D,20500
7041,GoJet Airlines LLC d/b/a United Express,G7,2,2,D,20500
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6003,Republic Airlines,YX,2,2,D,20452
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6830,Spirit Air Lines,NK,3,3,D,20416
6830,Spirit Air Lines,NK,3,3,D,20416
6830,Spirit Air Lines,NK,3,3,D,20416
6830,Spirit Air Lines,NK,3,3,D,20416
6031,Alaska Airlines Inc.,AS,3,3,D,19930
6031,Alaska Airlines Inc.,AS,3,3,D,19930
6904,Trans States Airlines,AX,1,5,D,20237
6904,Trans States Airlines,AX,1,5,D,20237
0A050,American Airlines Inc.,AA,3,3,D,19805
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6904,Trans States Airlines,AX,1,5,D,20237
6904,Trans States Airlines,AX,1,5,D,20237
6910,United Parcel Service,5X,3,3,D,19917
6673,JetBlue Airways,B6,3,3,D,20409
6673,JetBlue Airways,B6,3,3,D,20409
1260,Delta Air Lines Inc.,DL,3,3,D,19790
1260,Delta Air Lines Inc.,DL,3,3,D,19790
7041,GoJet Airlines LLC d/b/a United Express,G7,2,2,D,20500
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6003,Republic Airlines,YX,2,2,D,20452
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6910,United Parcel Service,5X,3,3,D,19917
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6003,Republic Airlines,YX,2,2,D,20452
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6200,Federal Express Corporation,FX,3,3,D,20107
6904,Trans States Airlines,AX,1,5,D,20237
6904,Trans States Airlines,AX,1,5,D,20237
0A050,American Airlines Inc.,AA,3,3,D,19805
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6904,Trans States Airlines,AX,1,5,D,20237
1260,Delta Air Lines Inc.,DL,3,3,D,19790
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6200,Federal Express Corporation,FX,3,3,D,20107
6200,Federal Express Corporation,FX,3,3,D,20107
6904,Trans States Airlines,AX,1,5,D,20237
6904,Trans States Airlines,AX,1,5,D,20237
6904,Trans States Airlines,AX,1,5,D,20237
1260,Delta Air Lines Inc.,DL,3,3,D,19790
7041,GoJet Airlines LLC d/b/a United Express,G7,2,2,D,20500
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
6003,Republic Airlines,YX,2,2,D,20452
6904,Trans States Airlines,AX,1,5,D,20237
6910,United Parcel Service,5X,3,3,D,19917
1260,Delta Air Lines Inc.,DL,3,3,D,19790
1260,Delta Air Lines Inc.,DL,3,3,D,19790
1260,Delta Air Lines Inc.,DL,3,3,D,19790
7041,GoJet Airlines LLC d/b/a United Express,G7,2,2,D,20500
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6904,Trans States Airlines,AX,1,5,D,20237
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6031,Alaska Airlines Inc.,AS,3,3,D,19930
6904,Trans States Airlines,AX,1,5,D,20237
6725,Southwest Airlines Co.,WN,3,3,D,19393
6031,Alaska Airlines Inc.,AS,3,3,D,19930
6725,Southwest Airlines Co.,WN,3,3,D,19393
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6932,Great Lakes Airlines,ZK,1,6,D,20358
0A875,United Air Lines Inc.,UA,3,3,D,19977
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6932,Great Lakes Airlines,ZK,1,6,D,20358
1260,Delta Air Lines Inc.,DL,3,3,D,19790
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
1260,Delta Air Lines Inc.,DL,3,3,D,19790
1260,Delta Air Lines Inc.,DL,3,3,D,19790
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
1260,Delta Air Lines Inc.,DL,3,3,D,19790
7041,GoJet Airlines LLC d/b/a United Express,G7,2,2,D,20500
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
7041,GoJet Airlines LLC d/b/a United Express,G7,2,2,D,20500
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6904,Trans States Airlines,AX,1,5,D,20237
6932,Great Lakes Airlines,ZK,1,6,D,20358
1260,Delta Air Lines Inc.,DL,3,3,D,19790
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6003,Republic Airlines,YX,2,2,D,20452
6932,Great Lakes Airlines,ZK,1,6,D,20358
1260,Delta Air Lines Inc.,DL,3,3,D,19790
1260,Delta Air Lines Inc.,DL,3,3,D,19790
1260,Delta Air Lines Inc.,DL,3,3,D,19790
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
1260,Delta Air Lines Inc.,DL,3,3,D,19790
1260,Delta Air Lines Inc.,DL,3,3,D,19790
7041,GoJet Airlines LLC d/b/a United Express,G7,2,2,D,20500
7041,GoJet Airlines LLC d/b/a United Express,G7,2,2,D,20500
7041,GoJet Airlines LLC d/b/a United Express,G7,2,2,D,20500
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
6085,ExpressJet Airlines Inc.,EV,3,3,D,20366
6081,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,AJQ,1,5,D,20354
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
6081,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,AJQ,1,5,D,20354
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6725,Southwest Airlines Co.,WN,3,3,D,19393
6932,Great Lakes Airlines,ZK,1,6,D,20358
6932,Great Lakes Airlines,ZK,1,6,D,20358
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6904,Trans States Airlines,AX,1,5,D,20237
6904,Trans States Airlines,AX,1,5,D,20237
1177,Boutique Air,4B,1,6,D,21599
1177,Boutique Air,4B,1,6,D,21599
1177,Boutique Air,4B,1,6,D,21599
1177,Boutique Air,4B,1,6,D,21599
1177,Boutique Air,4B,1,6,D,21599
1177,Boutique Air,4B,1,6,D,21599
1177,Boutique Air,4B,1,6,D,21599
1177,Boutique Air,4B,1,6,D,21599
1177,Boutique Air,4B,1,6,D,21599
7041,GoJet Airlines LLC d/b/a United Express,G7,2,2,D,20500
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
6003,Republic Airlines,YX,2,2,D,20452
6904,Trans States Airlines,AX,1,5,D,20237
6904,Trans States Airlines,AX,1,5,D,20237
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
1177,Boutique Air,4B,1,6,D,21599
1260,Delta Air Lines Inc.,DL,3,3,D,19790
7041,GoJet Airlines LLC d/b/a United Express,G7,2,2,D,20500
7041,GoJet Airlines LLC d/b/a United Express,G7,2,2,D,20500
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
1260,Delta Air Lines Inc.,DL,3,3,D,19790
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6904,Trans States Airlines,AX,1,5,D,20237
6904,Trans States Airlines,AX,1,5,D,20237
6904,Trans States Airlines,AX,1,5,D,20237
1177,Boutique Air,4B,1,6,D,21599
1177,Boutique Air,4B,1,6,D,21599
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6830,Spirit Air Lines,NK,3,3,D,20416
6904,Trans States Airlines,AX,1,5,D,20237
6904,Trans States Airlines,AX,1,5,D,20237
6673,JetBlue Airways,B6,3,3,D,20409
6673,JetBlue Airways,B6,3,3,D,20409
1260,Delta Air Lines Inc.,DL,3,3,D,19790
1260,Delta Air Lines Inc.,DL,3,3,D,19790
7041,GoJet Airlines LLC d/b/a United Express,G7,2,2,D,20500
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6904,Trans States Airlines,AX,1,5,D,20237
6904,Trans States Airlines,AX,1,5,D,20237
0A050,American Airlines Inc.,AA,3,3,D,19805
0A050,American Airlines Inc.,AA,3,3,D,19805
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6830,Spirit Air Lines,NK,3,3,D,20416
6830,Spirit Air Lines,NK,3,3,D,20416
6904,Trans States Airlines,AX,1,5,D,20237
6904,Trans States Airlines,AX,1,5,D,20237
0A050,American Airlines Inc.,AA,3,3,D,19805
0A050,American Airlines Inc.,AA,3,3,D,19805
0A050,American Airlines Inc.,AA,3,3,D,19805
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6460,Frontier Airlines Inc.,F9,3,3,D,20436
6830,Spirit Air Lines,NK,3,3,D,20416
6904,Trans States Airlines,AX,1,5,D,20237
6904,Trans States Airlines,AX,1,5,D,20237
0A050,American Airlines Inc.,AA,3,3,D,19805
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
6725,Southwest Airlines Co.,WN,3,3,D,19393
7041,GoJet Airlines LLC d/b/a United Express,G7,2,2,D,20500
6725,Southwest Airlines Co.,WN,3,3,D,19393
7041,GoJet Airlines LLC d/b/a United Express,G7,2,2,D,20500
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
7041,GoJet Airlines LLC d/b/a United Express,G7,2,2,D,20500
6725,Southwest Airlines Co.,WN,3,3,D,19393
6904,Trans States Airlines,AX,1,5,D,20237
0A875,United Air Lines Inc.,UA,3,3,D,19977
6904,Trans States Airlines,AX,1,5,D,20237
0A875,United Air Lines Inc.,UA,3,3,D,19977
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
6725,Southwest Airlines Co.,WN,3,3,D,19393
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
6700,SkyWest Airlines Inc.,OO,3,3,D,20304
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
0A875,United Air Lines Inc.,UA,3,3,D,19977
