AIRLINE_ID,CARRIER,CARRIER_ENTITY,CARRIER_NAME,UNIQUE_CARRIER,UNIQUE_CARRIER_ENTITY,UNIQUE_CARRIER_NAME,WAC,CARRIER_GROUP,CARRIER_GROUP_NEW,REGION,START_DATE_SOURCE,THRU_DATE_SOURCE
19977,UA,9548A,Royal Air Maroc,AT,9548A,Royal Air Maroc,548,0,0,International,7/1/1981,
19977,UA,9327A,Aerovias Nacl De Colombia,AV,9327A,Aerovias Nacl De Colombia,327,0,0,International,7/1/1981,
19977,UA,9425A,Finnair Oy,AY,9425A,Finnair Oy,425,0,0,International,7/1/1981,
19977,UA,9450A,Compagnia Aerea Italiana,AZ,9450A,Compagnia Aerea Italiana,450,0,0,International,1/1/2009,
19977,UA,9450A,Alitalia-Linee Aeree Italia,AZ,9450A,Compagnia Aerea Italiana,450,0,0,International,7/1/1981,12/31/2008
19977,UA,9493E,British Airways Plc,BA,9493E,British Airways Plc,493,0,0,International,7/1/1981,
19393,WN,9493F,British Midland Airways Ltd.,BD,9493F,British Midland Airways Ltd.,493,0,0,International,7/1/1981,
19393,WN,9280A,British West Indian Airways,BW,9280A,Caribbean Airlines Limited,280,0,0,International,7/1/1981,12/31/2006
19393,WN,9280A,Caribbean Airlines Limited,BW,9280A,Caribbean Airlines Limited,280,0,0,International,1/1/2007,
19393,WN,9713A,Air China,CA,9713A,Air China,713,0,0,International,7/1/1981,
19393,WN,9781A,China Airlines Ltd.,CI,9781A,China Airlines Ltd.,781,0,0,International,7/1/1981,
19393,WN,9454A,Cargolux Airlines International S.A,CV,9454A,Cargolux Airlines International S.A,454,0,0,International,7/1/1981,
19393,WN,9439A,Icelandair,FI,9439A,Icelandair,439,0,0,International,7/1/1981,
19393,WN,9482B,Iberia Air Lines Of Spain,IB,9482B,Iberia Air Lines Of Spain,482,0,0,International,7/1/1981,
19393,WN,9736B,Japan Air Lines Co. Ltd.,JL,9736B,Japan Air Lines Co. Ltd.,736,0,0,International,7/1/1981,
19393,WN,9243A,Air Jamaica Limited,JM,9243A,Air Jamaica Limited,243,0,0,International,7/1/1981,6/30/2011
19393,WN,9778A,Korean Air Lines Co. Ltd.,KE,9778A,Korean Air Lines Co. Ltd.,778,0,0,International,7/1/1981,
19393,WN,9461A,Klm Royal Dutch Airlines,KL,9461A,Klm Royal Dutch Airlines,461,0,0,International,7/1/1981,
19393,WN,9324B,Lan-Chile Airlines,LA,9324B,Lan-Chile Airlines,324,0,0,International,7/1/1981,
20452,YX,9312A,Lloyd Aereo Boliviano S. A.,LB,9312A,Lloyd Aereo Boliviano S. A.,312,0,0,International,7/1/1981,12/31/2007
20452,YX,9429D,Lufthansa German Airlines,LH,9429D,Lufthansa German Airlines,429,0,0,International,7/1/1981,
20452,YX,9467A,Polskie Linie Lotnicze,LO,9467A,Polskie Linie Lotnicze,467,0,0,International,7/1/1981,
20452,YX,9110A,Lacsa,LR,9110A,Lacsa,110,0,0,International,7/1/1981,
20436,F9,9429E,Luftransport-Unternehmen,LT,9429E,Luftransport-Unternehmen,429,0,0,International,7/1/1981,5/31/2009
20436,F9,9636A,El Al Israel Airlines Ltd.,LY,9636A,El Al Israel Airlines Ltd.,636,0,0,International,7/1/1981,
20436,F9,9148C,Compania Mexicana De Aviaci,MX,9148C,Compania Mexicana De Aviaci,148,0,0,International,7/1/1981,
20436,F9,9900J,N. W. Territorial Airways,NWQ,9900J,N. W. Territorial Airways,900,0,0,International,7/1/1981,
20422,SY,9433A,Olympic Airways,OA,9433A,Olympic Airways,433,0,0,International,7/1/1981,12/31/2009
20237,AX,9892A,Polynesian Airlines Ltd.,PH,9892A,Polynesian Airlines Ltd.,892,0,0,International,7/1/1981,
20237,AX,9764A,Pakistan International Airlines,PK,9764A,Pakistan International Airlines,764,0,0,International,7/1/1981,
20398,MQ,9766A,Philippine Airlines Inc.,PR,9766A,Philippine Airlines Inc.,766,0,0,International,7/1/1981,
20398,MQ,9379A,Surinam Airways Limited,PY,9379A,Surinam Airways Limited,379,0,0,International,7/1/1981,
19917,5X,9802A,Qantas Airways Ltd.,QF,9802A,Qantas Airways Ltd.,802,0,0,International,7/1/1981,
19917,5X,9316B,Varig S. A.,RG,9316B,Varig S. A.,316,0,0,International,7/1/1981,
19917,5X,9639A,Alia-(The) Royal Jordanian,RJ,9639A,Alia-(The) Royal Jordanian,639,0,0,International,7/1/1981,
19917,5X,9473A,Tarom Romanian Air Transpor,RO,9473A,Tarom Romanian Air Transpor,473,0,0,International,7/1/1981,
20500,G7,9562A,South African Airways,SA,9562A,South African Airways,562,0,0,International,7/1/1981,
20500,G7,9484B,Scandinavian Airlines Sys.,SK,9484B,Scandinavian Airlines Sys.,484,0,0,International,7/1/1981,
20500,G7,9776A,Singapore Airlines Ltd.,SQ,9776A,Singapore Airlines Ltd.,776,0,0,International,7/1/1981,
20304,OO,9475A,Aeroflot Russian Airlines,SU,9475A,Aeroflot Russian Airlines,475,0,0,International,1/1/1992,
20304,OO,9475A,Aeroflot Russian Airlines,SU,9475A,Aeroflot Russian Airlines,489,0,0,International,7/1/1981,12/31/1991
20304,OO,9118B,Taca International Airlines,TA,9118B,Taca International Airlines,118,0,0,International,7/1/1981,
20304,OO,9782A,Thai Airways International Ltd.,TG,9782A,Thai Airways International Ltd.,782,0,0,International,7/1/1981,
20304,OO,9469A,Tap-Portuguese Airlines,TP,9469A,Tap-Portuguese Airlines,469,0,0,International,7/1/1981,
20304,OO,9204A,Bahamasair Holding Limited,UP,9204A,Bahamasair Holding Limited,204,0,0,International,7/1/1981,
20304,OO,6708,Transtar Airlines Corp.,MC,6708,Transtar Airlines Corp.,10,2,2,Domestic,8/1/1981,8/31/1987
20304,OO,9493I,Heavylift Cargo Airlines Lt,HLQ,9493I,Heavylift Cargo Airlines Lt,493,0,0,International,8/1/1981,
20304,OO,9324A,Ladeco,UC,9324A,Ladeco,324,0,0,International,9/1/1981,4/30/1996
20304,OO,37963,Altus Airlines,ALT,37963,Altus Airlines,10,1,6,Domestic,9/1/1981,9/30/2002
20304,OO,37964,Atlantic Air,ANC,37964,Atlantic Air,10,1,6,Domestic,9/1/1981,9/30/2002
20304,OO,37966,Aero International Airlines,BAA,37966,Aero International Airlines,10,1,6,Domestic,9/1/1981,9/30/2002
20304,OO,37965,Northern Star,DIR,37965,Northern Star,10,1,6,Domestic,9/1/1981,9/30/2002
20304,OO,37968,Skytrain,SKT,37968,Skytrain,10,1,6,Domestic,9/1/1981,9/30/2002
20304,OO,37962,Trans Air Cargo Inc.,TGO,37962,Trans Air Cargo Inc.,10,1,6,Domestic,9/1/1981,9/30/2002
20304,OO,16710,T-Bird Air Inc.,THQ,16710,T-Bird Air Inc.,10,1,1,International,10/1/1981,12/31/1984
20304,OO,6726,T-Bird Air Inc.,THQ,6726,T-Bird Air Inc.,10,1,1,System,10/1/1981,12/31/1984
19977,UA,6723,T-Bird Air Inc.,THQ,6723,T-Bird Air Inc.,10,1,1,Domestic,8/1/1981,12/31/1984
19977,UA,37982,Royal West Airways Inc.,ROA,37982,Royal West Airways Inc.,10,1,6,Domestic,12/1/1981,12/31/1989
19977,UA,37985,Air East Of Delaware Inc.,AED,37985,Air East Of Delaware Inc.,10,1,6,Domestic,12/1/1981,9/30/2002
19977,UA,37980,Atlanta Express,ALX,37980,Atlanta Express,10,1,6,Domestic,12/1/1981,9/30/2002
19977,UA,37978,Air New Orleans,AOR,37978,Air New Orleans,10,1,6,Domestic,12/1/1981,9/30/2002
19977,UA,37984,Air Vermont Inc.,AVR,37984,Air Vermont Inc.,10,1,6,Domestic,12/1/1981,9/30/2002
19977,UA,37975,Dolphin Airways Inc.,DOL,37975,Dolphin Airways Inc.,10,1,6,Domestic,12/1/1981,9/30/2002
19977,UA,37973,Devoe Airlines,DVO,37973,Devoe Airlines,10,1,6,Domestic,12/1/1981,9/30/2002
19977,UA,37972,Golden Pacific Airlines,KIN,37972,Golden Pacific Airlines,10,1,6,Domestic,12/1/1981,9/30/2002
19977,UA,37986,National Florida Airlines,NFA,37986,National Florida Airlines,10,1,6,Domestic,12/1/1981,9/30/2002
19977,UA,37983,Slocum Air Inc.,SLO,37983,Slocum Air Inc.,10,1,6,Domestic,12/1/1981,9/30/2002
19977,UA,37970,State Airlines Inc.,STA,37970,State Airlines Inc.,10,1,6,Domestic,12/1/1981,9/30/2002
19977,UA,37974,Air Molakai,TRO,37974,Air Molakai,10,1,6,Domestic,12/1/1981,9/30/2002
19977,UA,37981,Williams Air Inc.,WIR,37981,Williams Air Inc.,10,1,6,Domestic,12/1/1981,9/30/2002
19977,UA,37977,Mission Air,WSU,37977,Mission Air,10,1,6,Domestic,12/1/1981,9/30/2002
19977,UA,16210,Guy-America Airways Inc.,HX (1),16210,Guy-America Airways Inc.,10,1,1,Latin America,7/1/1981,3/31/1983
19977,UA,6570,Guy-America Airways Inc.,HX (1),6570,Guy-America Airways Inc.,10,1,1,Domestic,1/1/1982,3/31/1983
19977,UA,6745,Pacific Express,VB (1),6745,Pacific Express,10,1,1,Domestic,2/1/1982,2/29/1984
19977,UA,6709,Northeastern International Airways,QS (1),6709,Northeastern International Airways,10,1,1,Domestic,3/1/1982,2/28/1985
19977,UA,37988,Friendship Air Alaska,HAR,37988,Friendship Air Alaska,10,1,6,Domestic,3/1/1982,12/31/1990
19977,UA,37989,Minuteman Aviation Inc.,MIN,37989,Minuteman Aviation Inc.,10,1,6,Domestic,3/1/1982,9/30/2002
19977,UA,37987,Virgin Islands Seaplane,VIS,37987,Virgin Islands Seaplane,10,1,6,Domestic,3/1/1982,9/30/2002
19393,WN,19323,Flying Tiger Line Inc.,FT,19323,Flying Tiger Line Inc.,10,3,3,Latin America,4/1/1982,7/31/1989
19393,WN,19322,Flying Tiger Line Inc.,FT,19322,Flying Tiger Line Inc.,10,3,3,Atlantic,1/1/1960,7/31/1989
19393,WN,19321,Flying Tiger Line Inc.,FT,19321,Flying Tiger Line Inc.,10,3,3,Pacific,1/1/1960,7/31/1989
19393,WN,9320,Flying Tiger Line Inc.,FT,9320,Flying Tiger Line Inc.,10,3,3,Domestic,1/1/1960,7/31/1989
19393,WN,90094,Aerocondor,OD (1),90094,Aerocondor,368,0,0,International,7/1/1981,12/31/1989
19393,WN,6195,Emerald Airlines Inc.,OD,6195,Emerald Airlines Inc.,10,1,1,Domestic,6/1/1982,6/30/1991
19393,WN,37990,Northern Airlines Inc.,NRN,37990,Northern Airlines Inc.,10,1,6,Domestic,6/1/1982,9/30/2002
19393,WN,6743,Pacific East Air Inc.,6P,6743,Pacific East Air Inc.,10,1,1,Domestic,7/1/1982,5/31/1984
19393,WN,16230,Jet Charter Service Inc.,TJ,16230,Jet Charter Service Inc.,10,1,1,International,7/1/1982,7/31/1985
20452,YX,6676,Jet Charter Service Inc.,TJ,6676,Jet Charter Service Inc.,10,1,1,Domestic,7/1/1982,7/31/1985
20436,F9,6675,Jet Charter Service Inc.,TJ,6675,Jet Charter Service Inc.,10,1,1,System,7/1/1982,7/31/1985
20436,F9,9337A,Aeroservicios Ecuatorianos,EOQ,9337A,Aeroservicios Ecuatorianos,337,0,0,International,7/1/1982,12/31/1997
20422,SY,16059,Arista International Airlines Inc.,RAQ,16059,Arista International Airlines Inc.,10,1,1,International,8/1/1982,3/31/1984
20237,AX,6058,Arista International Airlines Inc.,RAQ,6058,Arista International Airlines Inc.,10,1,1,Domestic,8/1/1982,3/31/1984
20358,ZK,6057,Arista International Airlines Inc.,RAQ,6057,Arista International Airlines Inc.,10,1,1,System,8/1/1982,3/31/1984
20358,ZK,9644A,Kuwait Airways Corp.,KU,9644A,Kuwait Airways Corp.,644,0,0,International,8/1/1982,
20500,G7,37993,Burlington Aeroplane Co.,BAY,37993,Burlington Aeroplane Co.,10,1,6,Domestic,9/1/1982,9/30/2002
20500,G7,37992,Desert Sun Airlines,DSA,37992,Desert Sun Airlines,10,1,6,Domestic,9/1/1982,9/30/2002
20500,G7,38005,Lake Union Air Service,LAS,38005,Lake Union Air Service,10,1,6,Domestic,9/1/1982,9/30/2002
20500,G7,9441A,Aer Turas Teoranta,QTQ,9441A,Aer Turas Teoranta,441,0,0,International,9/1/1982,6/30/2003
20304,OO,90162,Aero B Venezuela C.A.,AFQ,90162,Aero B Venezuela C.A.,388,0,0,International,10/1/1982,12/31/1989
20304,OO,90166,Air Ontario Limited,GX,90166,Air Ontario Limited,900,0,0,International,10/1/1982,12/31/1989
20304,OO,9441B,Aer Lingus Plc,EI,9441B,Aer Lingus Plc,441,0,0,International,11/1/1982,
20304,OO,9670A,Saudi Arabian Airlines Corp,SV,9670A,Saudi Arabian Airlines Corp,670,0,0,International,11/1/1982,
20304,OO,80060,Air Polynesia d/b/a DHL Cargo,XAB,80060,Air Polynesia d/b/a DHL Cargo,10,7,7,Domestic,12/1/1982,12/31/1986
20304,OO,80059,Air Natl Aircraft Sal & Ser,XBZ,80059,Air Natl Aircraft Sal & Ser,10,7,7,Domestic,12/1/1982,12/31/1989
20304,OO,9419A,A/S Conair,CIQ,9419A,A/S Conair,419,0,0,International,12/1/1982,12/31/1994
20304,OO,38003,Dash Air Corporation,ANI,38003,Dash Air Corporation,10,1,6,Domestic,12/1/1982,9/30/2002
20304,OO,37998,Air Resorts Airlines,ARA,37998,Air Resorts Airlines,10,1,6,Domestic,12/1/1982,9/30/2002
20304,OO,37999,Manu'a Air Transport,MUA,37999,Manu'a Air Transport,10,1,6,Domestic,12/1/1982,9/30/2002
20304,OO,37969,Pacific Cal Air,PCL,37969,Pacific Cal Air,10,1,6,Domestic,12/1/1982,9/30/2002
20304,OO,38000,Service Aviation Inc.,SER,38000,Service Aviation Inc.,10,1,6,Domestic,12/1/1982,9/30/2002
20304,OO,38015,The Time Machine,TTM,38015,The Time Machine,10,1,6,Domestic,12/1/1982,9/30/2002
20304,OO,90170,Servicio De Carga Aerea Sa,CMQ,90170,Servicio De Carga Aerea Sa,162,0,0,International,2/1/1983,12/31/1989
20304,OO,9429C,Hapag Lloyd Flug.,HAQ,9429C,Hapag Lloyd Flug.,429,0,0,International,2/1/1983,11/30/2001
20304,OO,6014,Air One Inc.,CB,6014,Air One Inc.,10,1,1,Domestic,3/1/1983,10/31/1984
19977,UA,9647A,Middle East Airlines S.A.L.,ME,9647A,Middle East Airlines S.A.L.,647,0,0,International,3/1/1983,12/31/1989
19977,UA,38010,Arcata Flying Service,AFS,38010,Arcata Flying Service,10,1,6,Domestic,3/1/1983,9/30/2002
19977,UA,30475,Grand Canyon Airlines,GRD,30475,Grand Canyon Airlines,10,1,6,Domestic,3/1/1983,9/30/2002
19977,UA,37997,Kodiak Airways Inc.,KOD,37997,Kodiak Airways Inc.,10,1,6,Domestic,3/1/1983,9/30/2002
19977,UA,38016,Mid-Atlantic Exp. Airlines,MAE,38016,Mid-Atlantic Exp. Airlines,10,1,6,Domestic,3/1/1983,9/30/2002
19977,UA,38004,National Commuter Airlines,NCA,38004,National Commuter Airlines,10,1,6,Domestic,3/1/1983,9/30/2002
19977,UA,38001,Sundorph Aeronautical Corp.,SAC,38001,Sundorph Aeronautical Corp.,10,1,6,Domestic,3/1/1983,9/30/2002
19977,UA,38006,Waring Air,WAR,38006,Waring Air,10,1,6,Domestic,3/1/1983,9/30/2002
19977,UA,16034,All Star Airlines Inc.,EP,16034,All Star Airlines Inc.,10,1,1,International,4/1/1983,10/31/1985
19977,UA,6034,All Star Airlines Inc.,EP,6034,All Star Airlines Inc.,10,1,1,Domestic,4/1/1983,10/31/1985
19977,UA,6033,All Star Airlines Inc.,EP,6033,All Star Airlines Inc.,10,1,1,System,4/1/1983,10/31/1985
19977,UA,16013,Aeron International Airlines Inc.,AXQ,16013,Aeron International Airlines Inc.,10,1,1,International,4/1/1983,5/31/1989
19977,UA,16250,Jet Fleet Intl. Airlines,JIQ,16250,Jet Fleet Intl. Airlines,10,1,1,International,6/1/1983,10/31/1992
19393,WN,6678,Jet Fleet Intl. Airlines,JIQ,6678,Jet Fleet Intl. Airlines,10,1,1,Domestic,6/1/1983,10/31/1992
19393,WN,6677,Jet Fleet Intl. Airlines,JIQ,6677,Jet Fleet Intl. Airlines,10,1,1,System,6/1/1983,10/31/1992
19393,WN,38012,Markair Express,HER,38012,Markair Express,10,1,6,Domestic,6/1/1983,12/31/1997
19393,WN,30131,Alaska Island Air Inc.,LSZ,30131,Alaska Island Air Inc.,10,1,6,Domestic,6/1/1983,10/31/2000
19393,WN,30005,Air Sunshine Inc.,AAT,30005,Air Sunshine Inc.,10,1,6,Domestic,6/1/1983,9/30/2002
19393,WN,30005,Air Sunshine Inc.,AAT,30005,Air Sunshine Inc.,10,1,6,Domestic,1/1/2011,
19393,WN,38008,Eastman Airways Inc.,EAT,38008,Eastman Airways Inc.,10,1,6,Domestic,6/1/1983,9/30/2002
19393,WN,38014,Spirit Helicopter,SPH,38014,Spirit Helicopter,10,1,6,Domestic,6/1/1983,9/30/2002
20452,YX,16025,Air National,AHQ,16025,Air National,10,1,1,International,8/1/1983,7/31/1984
20452,YX,6025,Air National,AHQ,6025,Air National,10,1,1,Domestic,8/1/1983,7/31/1984
20452,YX,38019,Executive Charter,EXC (1),38019,Executive Charter,10,1,6,Domestic,9/1/1983,12/31/1986
20452,YX,38026,Aviation Associates,SNA,38026,Aviation Associates,10,1,6,Domestic,9/1/1983,12/31/1987
20452,YX,38021,Airmarc Airlines Inc.,ARM,38021,Airmarc Airlines Inc.,10,1,6,Domestic,9/1/1983,9/30/2002
20107,FX,38018,Panorama Air Tours,PAT,38018,Panorama Air Tours,10,1,6,Domestic,9/1/1983,9/30/2002
20107,FX,6889,Trans-Air-Link Corporation,TKQ,6889,Trans-Air-Link Corporation,10,1,4,System,9/1/1983,10/31/2002
20107,FX,16890,Trans-Air-Link Corporation,TKQ,16890,Trans-Air-Link Corporation,10,1,4,International,9/1/1983,10/31/2004
20107,FX,6890,Trans-Air-Link Corporation,TKQ,6890,Trans-Air-Link Corporation,10,1,4,Domestic,9/1/1983,10/31/2003
20107,FX,38007,Audi Air Inc.,AAI,38007,Audi Air Inc.,10,1,6,Domestic,10/1/1983,12/31/1989
20237,AX,16202,Galaxy Airlines Inc.,GAQ,16202,Galaxy Airlines Inc.,10,1,1,International,11/1/1983,3/31/1987
20368,G4,6501,Galaxy Airlines Inc.,GAQ,6501,Galaxy Airlines Inc.,10,1,1,System,11/1/1983,3/31/1987
20368,G4,6500,Galaxy Airlines Inc.,GAQ,6500,Galaxy Airlines Inc.,10,1,1,Domestic,10/1/1983,3/31/1987
20500,G7,6630,Intl Air Service Co. Ltd.,IDQ,6630,Intl Air Service Co. Ltd.,10,1,1,Domestic,11/1/1983,3/31/1989
20500,G7,9316A,Transbrasil S.A.,TR (1),9316A,Transbrasil S.A.,316,0,0,International,11/1/1983,10/31/2001
20304,OO,80062,Hawkins And Powers Aviation,XCA,80062,Hawkins And Powers Aviation,10,7,7,Domestic,12/1/1983,12/31/1986
20304,OO,80061,Jet East Inc.,XBC,80061,Jet East Inc.,10,7,7,Domestic,12/1/1983,12/31/1989
20304,OO,38020,Air Sedona,ARS,38020,Air Sedona,10,1,6,Domestic,12/1/1983,9/30/2002
20304,OO,38027,Caribbean Express Inc.,CRE,38027,Caribbean Express Inc.,10,1,6,Domestic,12/1/1983,9/30/2002
20304,OO,38022,Tri-State Airlines Inc.,TFZ,38022,Tri-State Airlines Inc.,10,1,6,Domestic,12/1/1983,9/30/2002
20304,OO,6206,Frontier Horizon Inc.,FH,6206,Frontier Horizon Inc.,10,1,1,Domestic,1/1/1984,3/31/1985
19977,UA,90176,Aermediterranea S.P.A.,AWQ,90176,Aermediterranea S.P.A.,450,0,0,International,2/1/1984,12/31/1989
19977,UA,4350,Markair Inc.,BF,4350,Markair Inc.,10,2,2,Domestic,2/1/1984,10/31/1995
19977,UA,4350,Alaska International Air,BF,4350,Markair Inc.,10,2,2,Domestic,10/1/1980,1/31/1984
19977,UA,9824A,Air Tungaru Corporation,VK,9824A,Air Tungaru Corporation,824,0,0,International,3/1/1984,3/31/1991
19977,UA,38035,Resort Airlines Inc.,RES,38035,Resort Airlines Inc.,10,1,6,Domestic,3/1/1984,12/31/2001
19977,UA,38031,Alpine Air,AAV,38031,Alpine Air,10,1,6,Domestic,3/1/1984,9/30/2002
19977,UA,38028,Americair Inc.,AME,38028,Americair Inc.,10,1,6,Domestic,3/1/1984,9/30/2002
19977,UA,38033,Airspur Helicopters Inc.,ARP,38033,Airspur Helicopters Inc.,10,1,6,Domestic,3/1/1984,9/30/2002
19977,UA,38030,Silver Kris Services Ltd.,SKS,38030,Silver Kris Services Ltd.,10,1,6,Domestic,3/1/1984,9/30/2002
19977,UA,16136,Buffalo Airways Inc.,BFQ,16136,Buffalo Airways Inc.,10,1,1,International,4/1/1984,6/30/1996
19977,UA,6137,Buffalo Airways Inc.,BFQ,6137,Buffalo Airways Inc.,10,1,1,Domestic,4/1/1984,6/30/1996
19977,UA,6136,Buffalo Airways Inc.,BFQ,6136,Buffalo Airways Inc.,10,1,1,System,4/1/1984,12/31/1994
19977,UA,15045,Aloha Airlines Inc.,AQ,15045,Aloha Airlines Inc.,10,2,2,Pacific,5/1/1984,3/31/1985
19977,UA,5045,Aloha Airlines Inc.,AQ,5045,Aloha Airlines Inc.,10,2,2,Domestic,1/1/1981,3/31/2008
19977,UA,38040,Air Spirit Inc.,APS,38040,Air Spirit Inc.,10,1,6,Domestic,6/1/1984,9/30/2002
19977,UA,38038,Metro Express,EME,38038,Metro Express,10,1,6,Domestic,6/1/1984,9/30/2002
19977,UA,38041,Frontier Commuter,FRT,38041,Frontier Commuter,10,1,6,Domestic,6/1/1984,9/30/2002
19977,UA,9493K,Virgin Atlantic Airways,VS,9493K,Virgin Atlantic Airways,493,0,0,International,6/1/1984,
19977,UA,16020,Airmark Corporation,MKQ,16020,Airmark Corporation,10,1,1,International,7/1/1984,1/31/1985
19977,UA,6023,Airmark Corporation,MKQ,6023,Airmark Corporation,10,1,1,Domestic,7/1/1984,1/31/1985
19393,WN,6022,Airmark Corporation,MKQ,6022,Airmark Corporation,10,1,1,System,7/1/1984,1/31/1985
19393,WN,16212,Independent Air Inc.,INQ,16212,Independent Air Inc.,10,1,1,International,8/1/1984,7/31/1991
19393,WN,6611,Independent Air Inc.,INQ,6611,Independent Air Inc.,10,1,1,Domestic,8/1/1984,7/31/1991
19393,WN,6610,Independent Air Inc.,INQ,6610,Independent Air Inc.,10,1,1,System,8/1/1984,7/31/1991
19393,WN,16002,Aerial Transit Company,TPQ,16002,Aerial Transit Company,10,1,1,Latin America,8/1/1984,10/31/1994
19393,WN,6002,Aerial Transit Company,TPQ,6002,Aerial Transit Company,10,1,1,Domestic,8/1/1984,10/31/1994
19393,WN,6001,Aerial Transit Company,TPQ,6001,Aerial Transit Company,10,1,1,System,8/1/1984,10/31/1994
20237,AX,38037,Westflight Aviation,WFT,38037,Westflight Aviation,10,1,6,Domestic,9/1/1984,12/31/1997
20237,AX,37960,Horizon Air,QX,37960,Horizon Air,10,1,6,Domestic,1/1/1960,8/31/1984
20237,AX,6580,Horizon Air,QX,6580,Horizon Air,10,2,2,Domestic,9/1/1984,
19917,5X,11023,Horizon Air,QX,11023,Horizon Air,10,2,2,Latin America,7/1/2011,
19917,5X,6707,Midway Express Airlines,2M,6707,Midway Express Airlines,10,1,1,Domestic,10/1/1984,7/31/1985
19805,AA,9276A,St. Lucia Airways Limited,SDQ,9276A,St. Lucia Airways Limited,276,0,0,International,10/1/1984,12/31/1989
19805,AA,15375,Hawaiian Airlines Inc.,HA,15375,Hawaiian Airlines Inc.,10,2,2,Pacific,10/1/1984,12/31/2008
20500,G7,5375,Hawaiian Airlines Inc.,HA,5375,Hawaiian Airlines Inc.,10,2,2,Domestic,1/1/1960,12/31/2008
20304,OO,15375,Hawaiian Airlines Inc.,HA,15375,Hawaiian Airlines Inc.,10,3,3,Pacific,1/1/2009,
20304,OO,5375,Hawaiian Airlines Inc.,HA,5375,Hawaiian Airlines Inc.,10,3,3,Domestic,1/1/2009,
20304,OO,80063,Pacific Air Express Inc.,XDA,80063,Pacific Air Express Inc.,10,7,7,Domestic,12/1/1984,12/31/1988
19977,UA,38042,Trump Air,RIA,38042,Trump Air,10,1,6,Domestic,12/1/1984,9/30/2002
19977,UA,38046,North Pacific Airlines Inc.,NPA,38046,North Pacific Airlines Inc.,10,1,6,Domestic,1/1/1985,12/31/1985
19977,UA,38043,Flirite Inc.,FLR,38043,Flirite Inc.,10,1,6,Domestic,1/1/1985,12/31/1986
19977,UA,38044,Talarik Creek Air Taxi,TAT,38044,Talarik Creek Air Taxi,10,1,6,Domestic,1/1/1985,12/31/1986
19977,UA,6788,Royale Airlines Inc.,RAY,6788,Royale Airlines Inc.,10,1,1,Domestic,3/1/1984,12/31/1984
19977,UA,30690,Royale Airlines Inc.,RAY,30690,Royale Airlines Inc.,10,1,6,Domestic,1/1/1960,2/29/1984
19977,UA,30690,Royale Airlines Inc.,RAY,30690,Royale Airlines Inc.,10,1,6,Domestic,1/1/1985,12/31/1990
19977,UA,9900P,Worldways Canada Ltd.,WWQ,9900P,Worldways Canada Ltd.,900,0,0,International,1/1/1985,8/31/1991
19977,UA,9427A,Air Charter (Safa),AQQ,9427A,Air Charter (Safa),427,0,0,International,1/1/1985,
19977,UA,16703,Samoa Airlines Inc.,MB,16703,Samoa Airlines Inc.,10,1,1,Pacific,2/1/1985,9/30/1985
19977,UA,38050,Alpha Air,APH,38050,Alpha Air,10,1,6,Domestic,3/1/1985,9/30/2002
19977,UA,38052,Jetaire Airlines Inc.,JTA,38052,Jetaire Airlines Inc.,10,1,6,Domestic,3/1/1985,9/30/2002
19977,UA,90182,Haiti Air,KB,90182,Haiti Air,238,0,0,International,4/1/1985,12/31/1989
19393,WN,38054,Harbor Air Service,HSV,38054,Harbor Air Service,10,1,6,Domestic,4/1/1985,12/31/1994
19393,WN,10221,Continental Air Lines Inc.,CO,10221,Continental Air Lines Inc.,10,3,3,Pacific,1/1/1960,12/31/2011
19393,WN,10220,Continental Air Lines Inc.,CO,10220,Continental Air Lines Inc.,10,3,3,Latin America,1/1/1960,12/31/2011
19393,WN,10219,Continental Air Lines Inc.,CO,10219,Continental Air Lines Inc.,10,3,3,Atlantic,4/1/1985,12/31/2011
19393,WN,1220,Continental Air Lines Inc.,CO,1220,Continental Air Lines Inc.,10,3,3,Domestic,1/1/1960,12/31/2011
19393,WN,16590,Interstate Airlines Inc.,IRQ,16590,Interstate Airlines Inc.,10,1,1,International,5/1/1985,10/31/1988
19393,WN,6625,Interstate Airlines Inc.,IRQ,6625,Interstate Airlines Inc.,10,1,1,Domestic,5/1/1985,10/31/1988
19393,WN,6624,Interstate Airlines Inc.,IRQ,6624,Interstate Airlines Inc.,10,1,1,System,5/1/1985,10/31/1988
19393,WN,80035,Interstate Airlines Inc.,IRQ,80035,Interstate Airlines Inc.,10,7,7,Domestic,6/1/1981,4/30/1985
20452,YX,38058,Hawaii Pacific Helicopters,CLD,38058,Hawaii Pacific Helicopters,10,1,6,Domestic,5/1/1985,9/30/2002
20436,F9,10285,Eastern Air Lines Inc.,EA,10285,Eastern Air Lines Inc.,10,3,3,Latin America,1/1/1965,1/31/1991
20436,F9,10284,Eastern Air Lines Inc.,EA,10284,Eastern Air Lines Inc.,10,3,3,Atlantic,6/1/1985,9/30/1986
20107,FX,0A285,Eastern Air Lines Inc.,EA,0A285,Eastern Air Lines Inc.,10,3,3,Domestic,1/1/1960,1/31/1991
20237,AX,38047,Chisum Flying Service,CSM,38047,Chisum Flying Service,10,1,6,Domestic,6/1/1985,12/31/1986
20237,AX,38080,AvAir,AMR,38080,AvAir,10,1,6,Domestic,6/1/1985,12/31/1988
